 x, y, z
-12192, -4056, 07496
-12104, -3912, 07688
-12296, -3912, 07640
-12480, -4112, 07400
-12056, -3848, 07504
-12304, -4128, 07448
-12312, -3768, 07304
-12272, -3872, 07640
-12280, -4000, 07800
-12232, -3896, 07592
-12184, -3904, 07448
-12256, -3880, 07632
-12312, -4144, 07328
-12024, -3976, 07752
-12376, -3792, 07496
-12360, -4016, 07696
-11928, -3968, 07520
-12192, -3856, 07256
-12032, -4000, 07632
-12376, -4072, 07696
-12232, -4144, 07680
-12280, -4072, 07576
-12288, -3992, 07272
-12256, -4120, 07760
-12176, -4024, 07648
-12216, -4000, 07184
-12128, -3896, 07480
-12408, -4248, 07448
-12128, -3960, 07056
-12328, -4176, 07248
-12280, -4160, 07320
-12160, -4024, 07440
-12248, -3944, 07600
-12168, -3856, 07280
-12120, -3976, 07416
-12296, -4056, 07584
-12224, -3976, 07520
-12352, -4128, 07288
-12232, -4168, 07200
-12128, -4192, 07600
-12328, -4160, 07264
-12288, -3928, 07112
-12136, -4040, 07544
-12232, -4192, 07544
-12416, -3976, 07536
-12136, -4272, 07432
-12360, -4160, 07224
-12256, -4256, 07368
-12328, -4080, 07192
-12392, -4008, 07384
-12152, -4192, 07744
-12072, -4112, 07392
-12152, -4048, 06984
-12208, -4048, 07256
-12312, -4160, 07552
-12200, -4104, 07520
-12024, -4136, 07440
-12256, -4208, 07608
-12320, -4264, 07248
-12216, -4032, 07544
-12224, -4176, 07456
-12248, -4160, 07056
-12064, -4184, 07352
-12312, -4200, 07296
-12144, -4048, 07352
-12096, -4184, 07024
-12296, -4072, 07432
-12184, -4088, 07440
-12272, -4184, 07328
-12168, -4176, 07064
-12016, -4016, 07520
-12128, -4224, 07216
-12304, -4224, 07264
-12136, -4032, 07632
-12344, -4272, 07296
-12280, -4120, 07304
-12104, -4032, 07304
-12104, -4288, 07408
-12136, -4000, 07480
-12160, -4168, 07488
-12008, -4072, 07176
-12168, -3984, 07592
-12256, -4216, 07352
-12208, -4088, 07592
-12104, -4176, 07688
-12104, -4192, 07520
-12160, -4048, 07408
-12272, -4080, 07392
-12256, -4128, 07536
-12376, -4256, 07544
-12120, -3928, 07344
-12248, -4032, 07640
-12328, -4352, 07440
-12048, -3968, 07680
-12040, -3960, 07552
-12176, -4296, 07376
-12072, -4080, 07664
-12248, -3960, 07328
-12168, -4000, 07472
-12168, -4016, 07600
-12232, -4056, 07544
-12216, -4080, 07528
-12096, -4016, 07456
-12056, -4088, 07512
-12192, -3752, 07872
-12224, -3920, 07296
-12208, -3840, 07504
-12360, -4032, 07576
-12072, -3992, 07592
-12336, -4016, 07568
-12000, -3912, 07344
-12168, -4000, 07616
-12160, -4056, 07584
-12192, -3920, 07376
-12224, -4048, 07616
-12160, -4120, 07472
-12056, -4200, 07472
-12032, -4112, 07640
-12224, -3936, 07560
-12328, -4240, 07176
-11944, -4088, 07560
-12152, -4080, 07496
-12088, -4104, 07768
-12224, -4120, 07424
-12224, -3992, 07640
-12248, -4064, 07368
-12248, -4088, 07640
-12168, -4128, 07472
-12224, -3912, 07384
-11944, -3936, 07568
-12088, -4040, 07664
-12400, -4184, 07168
-12120, -4128, 07360
-12040, -4016, 07656
-12256, -4000, 07400
-12264, -4120, 07712
-12056, -4104, 07552
-12128, -4072, 07144
-12088, -4128, 07568
-12232, -4152, 07248
-12224, -4136, 07544
-11992, -4104, 07744
-12008, -4032, 07640
-12296, -4192, 07488
-11992, -4120, 07600
-12288, -4104, 07696
-12160, -4152, 07560
-12280, -4224, 07560
-12184, -4056, 07472
-12128, -4224, 07728
-12056, -3888, 07384
-12096, -4088, 07512
-12136, -4128, 07176
-12120, -4048, 07976
-12096, -3912, 07808
-12088, -4048, 07224
-11888, -4240, 07704
-12176, -4176, 07384
-12040, -4048, 07504
-12016, -4000, 07448
-12080, -4064, 07720
-12104, -4072, 07560
-12432, -4056, 07600
-12120, -4168, 07720
-12080, -4032, 07384
-12160, -4040, 07808
-12000, -4112, 07496
-12336, -3968, 07736
-12280, -4296, 07832
-11992, -3912, 07504
-12208, -4016, 07608
-12120, -4152, 07680
-12312, -4016, 07520
-12080, -4056, 07832
-11944, -3856, 07352
-12128, -3936, 07608
-12280, -4176, 07704
-12384, -4120, 07168
-11952, -4088, 07408
-12152, -4200, 07704
-12264, -4240, 07640
-11936, -4208, 07096
-12152, -3976, 07392
-12248, -4120, 07448
-12232, -4144, 07384
-11816, -3864, 07408
-12232, -3944, 07392
-12256, -4048, 07472
-12096, -4120, 07672
-12168, -3920, 07640
-11888, -4056, 07480
-12104, -4152, 07208
-12408, -4240, 07528
-12248, -4152, 07888
-12280, -4120, 07480
-12176, -4064, 07304
-12064, -4160, 07744
-12280, -4184, 07744
-12048, -3912, 07456
-12224, -4024, 07576
-12056, -4312, 07808
-12016, -3936, 07712
-12192, -4008, 07800
-12136, -4296, 07656
-12448, -3920, 07136
-12184, -4240, 07832
-12120, -4040, 07392
-12192, -4040, 07560
-12016, -4048, 07640
-12296, -4168, 07496
-12032, -4120, 07784
-12024, -4136, 07216
-12200, -4080, 07680
-12176, -4048, 07888
-12080, -3968, 07912
-12088, -4024, 07344
-12136, -4104, 07480
-12184, -4176, 07752
-12120, -4152, 07432
-12120, -4064, 07544
-12096, -3984, 07568
-12224, -4104, 07544
-12160, -3936, 07688
-12024, -4048, 07848
-12040, -4112, 07520
-12104, -4032, 07800
-12136, -3704, 07992
-12200, -4072, 07472
-12216, -3944, 07600
-12296, -4144, 07696
-12200, -3984, 07528
-12288, -3968, 07672
-12200, -3992, 07600
-12168, -3904, 07600
-12216, -3960, 07640
-12184, -4016, 07392
-12192, -4072, 07768
-12168, -4104, 07640
-12176, -4032, 07584
-12088, -4000, 07760
-12104, -4064, 07704
-12272, -4032, 07448
-12000, -3968, 07592
-12128, -4112, 07480
-12032, -3936, 07528
-12136, -4024, 07752
-12144, -4056, 07768
-12224, -4056, 07600
-12096, -4112, 07528
-12024, -3984, 07896
-12208, -4128, 07064
-12184, -3744, 07960
-12168, -3880, 07696
-12176, -3864, 07344
-12048, -4144, 07840
-12088, -3984, 07368
-12144, -4032, 07392
-12104, -3928, 07576
-12200, -4016, 07760
-12032, -4136, 07448
-11960, -3992, 07472
-12176, -4064, 07504
-12200, -4040, 07632
-12312, -3896, 07704
-12088, -4064, 07280
-12288, -4056, 07768
-12360, -4272, 07808
-12024, -4216, 07344
-12184, -4176, 07392
-12336, -4120, 07568
-12336, -4176, 07456
-12192, -4032, 07440
-12320, -3968, 07472
-12160, -4144, 07480
-12168, -4104, 07616
-12272, -3968, 07232
-12248, -4000, 07208
-12160, -4120, 07552
-12288, -4056, 07888
-11904, -4128, 07432
-12248, -3856, 07400
-12160, -4160, 07584
-12256, -4184, 07440
-12168, -4016, 07240
-12288, -4048, 07648
-12248, -4024, 07032
-12272, -4208, 07552
-12128, -4256, 07336
-12272, -4080, 07120
-12168, -4120, 07616
-12256, -4320, 07456
-12032, -4200, 07328
-12272, -4040, 07336
-12064, -4072, 07680
-12152, -4008, 07296
-12024, -4064, 07448
-12200, -4160, 07224
-12144, -4144, 07616
-12208, -4160, 07400
-12184, -3928, 07192
-12264, -4080, 07120
-12168, -4104, 07560
-12312, -4168, 07752
-12088, -4016, 07288
-12352, -3888, 07352
-12104, -4080, 07448
-12232, -4032, 07440
-12136, -4032, 07432
-12104, -4112, 07360
-12176, -4088, 07408
-12224, -4264, 07584
-12176, -4176, 07184
-11976, -3824, 07344
-12136, -4128, 07600
-12320, -4176, 07504
-11912, -4208, 07448
-12376, -3976, 07616
-12152, -4056, 07600
-12248, -4176, 07416
-12312, -4160, 07488
-12176, -3984, 07456
-12176, -4120, 07248
-12200, -4208, 07576
-12288, -4088, 07480
-12272, -4040, 07704
-12184, -4040, 07320
-12208, -4120, 07216
-12328, -4200, 07744
-12192, -4208, 07304
-12160, -4064, 07304
-12040, -4272, 07440
-12232, -4200, 07424
-12168, -4224, 07432
-12136, -3888, 07488
-12352, -4176, 07584
-12328, -4112, 07456
-12064, -4008, 06752
-12056, -3928, 07400
-12120, -4200, 07408
-12384, -4176, 07320
-12008, -4048, 07616
-11936, -3984, 07360
-11960, -4088, 07320
-12176, -4200, 07616
-12200, -4104, 07384
-12192, -4216, 07424
-12264, -4000, 07368
-12080, -4184, 07504
-12136, -4184, 07520
-12152, -4032, 07592
-12104, -3880, 07472
-12344, -4080, 07576
-12344, -4312, 07648
-12008, -4032, 07720
-12080, -3984, 07544
-12384, -4000, 07640
-11992, -3960, 07320
-12064, -3928, 07664
-12064, -4288, 07520
-12256, -4184, 07560
-12024, -4184, 07680
-12320, -4160, 07016
-12064, -4008, 07512
-12328, -3968, 07640
-12152, -4120, 07272
-12056, -4176, 07648
-12360, -4152, 07472
-12192, -3936, 07376
-12176, -4120, 07392
-12048, -4024, 07448
-12160, -4128, 07496
-12120, -4048, 07248
-12136, -4048, 07600
-12344, -4136, 07192
-12040, -3928, 07128
-12216, -4120, 07744
-12304, -3936, 07472
-12072, -4144, 07560
-12256, -4216, 07552
-12088, -3984, 07416
-12104, -4032, 07528
-12176, -3984, 07840
-12176, -4088, 07576
-12392, -4112, 06968
-12104, -4192, 07632
-12024, -4224, 07360
-12096, -3992, 07832
-12320, -4000, 07424
-11976, -4344, 07632
-11952, -4296, 07488
-12224, -4408, 07720
-12192, -4160, 07792
-12200, -3872, 07536
-12256, -4272, 07528
-11608, -4752, 07824
-11392, -4568, 07824
-12520, -3944, 07472
-12720, -4152, 07328
-12224, -4416, 08616
-12264, -3600, 07744
-12152, -3792, 07152
-11552, -4288, 08256
-11904, -4064, 07864
-11952, -4000, 08064
-11712, -3784, 08080
-12304, -3680, 07208
-12336, -3904, 07672
-12152, -4256, 07784
-12208, -4312, 07424
-12080, -4400, 07848
-12056, -4256, 07744
-11912, -4384, 07024
-12344, -4256, 07376
-12336, -3624, 07288
-12048, -3504, 07192
-12224, -3704, 07320
-12104, -4032, 07504
-12248, -4312, 07992
-12360, -4152, 07344
-12352, -4152, 07264
-12056, -4152, 08064
-12344, -4192, 06712
-12048, -4072, 08320
-12136, -3632, 06872
-12480, -4080, 07024
-12288, -5296, 08776
-11864, -4352, 07792
-12088, -2464, 06120
-11840, -3968, 07784
-12784, -4920, 08776
-12248, -2816, 06296
-12152, -3352, 06552
-12920, -4576, 08536
-11776, -3936, 07472
-11992, -3696, 06368
-12472, -3944, 07416
-12464, -4392, 08368
-12984, -4016, 06832
-12168, -4144, 07080
-12048, -3960, 07648
-13048, -3456, 07168
-13104, -2192, 06960
-13240, -3664, 12880
-10896, -4408, 08040
-11056, -5536, 09080
-11720, -3752, 07496
-13048, -2616, 06280
-12672, -3736, 07376
